Instructed,Rule,Stimulation,Site,Accuracy,EncodingTime,ResponseTime,Subject
0,1,2,0,1,3.2556,0.96867,3
1,1,0,0,1,1.0522,0.88509,3
1,0,1,0,0,1.0523,1.0855,3
0,1,1,0,1,1.1358,0.65157,3
1,1,2,0,1,0.83536,0.70166,3
1,1,0,0,1,0.66848,0.50146,3
1,0,2,0,1,0.93533,0.76846,3
1,1,0,0,1,0.83543,0.6015,3
1,0,1,0,1,1.0189,0.71839,3
1,1,1,0,1,0.90207,0.55151,3
1,0,0,0,1,0.95207,0.88512,3
1,0,2,0,1,1.0357,0.70167,3
1,0,1,0,1,0.80198,0.85192,3
1,0,2,0,1,0.83543,0.70175,3
1,1,0,0,1,0.75177,0.65151,3
0,0,1,0,1,0.80196,0.60152,3
1,0,2,0,1,1.3192,0.75177,3
0,1,0,0,1,0.56827,0.73488,3
1,0,0,0,1,0.63499,0.90196,3
0,1,2,0,1,1.2524,0.75175,3
0,0,1,0,1,1.2358,0.78516,3
0,1,1,0,1,1.1858,0.68494,3
0,1,2,0,1,0.76859,0.50143,3
1,1,0,0,1,0.65168,0.5013,3
0,0,0,0,1,0.93536,0.71834,3
1,0,1,0,1,0.88524,0.63489,3
1,0,2,0,1,0.86866,0.81841,3
1,1,0,0,1,0.90208,0.51805,3
1,0,2,0,1,0.93531,0.71845,3
1,0,1,0,1,1.1189,0.58492,3
0,1,0,0,1,1.069,0.65156,3
0,0,2,0,0,0.93532,0.56808,3
1,0,1,0,1,1.4693,0.55135,3
1,0,1,0,1,0.85194,0.6682,3
0,1,2,0,1,0.58483,0.50142,3
1,1,0,0,1,0.55163,0.50146,3
1,1,2,0,1,1.0689,0.66815,3
0,0,1,0,1,0.83532,1.3359,3
0,0,0,0,0,0.55163,0.75166,3
0,0,2,0,1,1.2024,0.88533,3
1,0,1,0,1,1.1191,0.73515,3
1,1,0,0,1,1.4528,0.51809,3
0,0,1,0,1,0.76859,0.75172,3
0,1,2,0,1,0.96883,0.5681,3
0,1,0,0,1,0.63514,0.50138,3
0,1,0,0,1,0.76865,0.50132,3
1,1,2,0,1,1.1524,0.50139,3
1,0,1,0,0,1.119,0.65157,3
0,0,2,0,0,0.88523,0.58489,3
0,1,1,0,1,1.1524,0.51807,3
1,1,0,0,1,0.83531,0.93522,3
0,0,2,0,1,1.0689,0.90192,3
0,1,0,0,1,1.2358,0.5516,3
0,1,1,0,1,1.1023,0.50137,3
1,0,0,0,0,1.5863,0.6515,3
0,0,2,0,1,1.2526,0.85184,3
0,0,1,0,1,1.3528,1.1523,3
1,1,0,0,1,1.2358,0.61811,3
1,1,1,0,1,1.4696,0.50143,3
0,1,2,0,1,0.96879,0.50131,3
0,1,2,1,1,4.4737,0.65166,3
1,0,1,1,0,1.5865,0.80179,3
0,1,0,1,1,1.1357,0.53477,3
1,0,2,1,1,1.1525,0.88519,3
1,0,1,1,1,1.1857,0.73505,3
1,1,0,1,1,1.002,0.50138,3
0,0,2,1,0,0.88544,0.81847,3
0,1,0,1,1,1.0022,0.53479,3
1,0,1,1,1,1.2359,0.90197,3
0,0,1,1,1,1.2024,0.70169,3
1,0,0,1,1,1.2691,0.71841,3
1,1,2,1,1,1.2025,0.50129,3
1,0,1,1,1,1.0021,0.81835,3
1,1,0,1,1,0.98553,0.55141,3
0,1,2,1,1,0.88548,0.5014,3
0,0,1,1,1,1.0021,0.86849,3
1,1,0,1,1,0.98539,0.63489,3
0,0,2,1,1,1.2527,0.81848,3
1,1,0,1,1,1.4362,0.50147,3
0,0,1,1,0,1.3528,0.60154,3
0,0,2,1,1,1.2692,1.2858,3
0,1,1,1,1,1.0689,0.51801,3
0,0,0,1,1,1.2524,0.88513,3
1,1,2,1,1,1.1525,0.50139,3
1,0,0,1,1,1.1858,0.73511,3
0,1,2,1,1,1.2523,0.5347,3
1,1,1,1,1,0.75175,0.5013,3
0,0,2,1,1,1.1523,0.83516,3
1,0,0,1,1,1.2692,0.76846,3
1,0,1,1,1,0.80186,0.735,3
1,1,2,1,1,1.4361,0.53468,3
1,0,0,1,1,1.1524,0.65159,3
0,1,1,1,1,1.0689,0.56827,3
1,0,0,1,1,1.7532,0.685,3
1,1,2,1,1,0.96873,0.5014,3
1,0,1,1,1,1.0355,0.65159,3
1,1,0,1,1,1.6363,0.50133,3
0,0,1,1,1,1.1357,0.81859,3
1,1,2,1,1,1.0689,0.518,3
0,1,1,1,1,2.087,0.75172,3
1,0,2,1,1,1.3693,1.1021,3
0,0,0,1,1,0.95212,0.68499,3
1,0,2,1,1,1.5362,0.88534,3
1,1,1,1,1,1.6531,0.50129,3
0,0,0,1,1,1.3026,1.0188,3
0,1,2,1,1,1.1858,0.51812,3
1,1,0,1,1,1.1857,0.55155,3
0,1,1,1,1,1.2525,0.50138,3
0,1,2,1,1,1.2525,0.56816,3
0,0,0,1,1,1.1523,1.0187,3
0,0,1,1,1,3.2051,0.73504,3
0,1,1,1,1,1.5529,0.51802,3
0,0,2,1,1,1.0689,0.7518,3
0,1,0,1,1,1.0689,0.53478,3
1,1,2,1,1,0.93537,0.50146,3
0,0,0,1,1,1.1692,0.73509,3
1,1,1,1,1,0.95205,0.51808,3
1,1,1,1,1,2.2205,0.50148,3
1,1,0,1,1,0.93538,0.65148,3
1,0,2,1,1,1.0857,0.73512,3
0,0,0,0,1,1.3362,1.0354,3
0,1,2,0,1,0.9357,0.55146,3
1,0,1,0,1,0.83533,0.8018,3
0,1,2,0,1,0.90199,0.51803,3
1,0,0,0,0,1.0689,1.2023,3
1,0,1,0,1,1.169,0.83507,3
1,1,1,0,1,1.1691,0.50128,3
0,0,2,0,1,0.78518,0.91857,3
1,0,0,0,1,1.2859,0.88519,3
1,0,2,0,1,0.98554,0.73505,3
1,1,1,0,1,1.2024,0.50138,3
0,1,0,0,1,1.0189,0.50149,3
1,0,0,0,1,1.436,0.8352,3
0,1,2,0,1,1.069,0.6016,3
0,1,1,0,1,1.119,0.5014,3
0,1,1,0,1,0.90207,0.70168,3
0,1,2,0,1,1.0524,0.70174,3
1,0,0,0,0,0.66838,0.78501,3
0,0,2,0,1,0.91872,1.0188,3
0,0,0,0,1,1.82,0.65166,3
0,1,1,0,1,0.95212,0.55152,3
1,0,1,0,0,1.336,0.66824,3
0,1,2,0,1,1.0355,0.83527,3
0,0,0,0,1,1.119,1.0688,3
1,1,2,0,1,1.0355,0.58483,3
1,1,1,0,1,1.2358,0.50128,3
0,0,0,0,1,1.4028,0.78503,3
0,1,0,0,1,1.0355,0.53477,3
1,0,2,0,1,1.0857,0.80175,3
1,1,1,0,1,1.3192,0.66822,3
1,0,2,0,0,1.553,0.96871,3
0,0,1,0,1,1.87,0.68499,3
1,0,0,0,1,1.3026,0.61815,3
1,0,1,0,1,1.0188,0.80181,3
1,1,0,0,1,1.1191,0.50132,3
0,1,2,0,1,0.83534,0.75167,3
0,0,1,0,1,0.9521,0.80181,3
0,0,2,0,1,0.98548,0.68498,3
0,0,0,0,1,1.6364,0.7851,3
1,1,1,0,1,0.91869,0.53478,3
0,0,2,0,1,0.96874,0.71821,3
1,1,0,0,1,1.1857,0.50129,3
1,0,0,0,1,1.0522,0.73505,3
0,1,2,0,1,2.0536,0.60152,3
1,0,1,0,1,0.96887,0.70155,3
0,1,2,0,1,1.0523,0.55154,3
0,1,1,0,1,0.76843,0.50136,3
1,1,0,0,1,0.9187,0.65159,3
0,1,0,0,1,0.81852,0.56816,3
0,1,1,0,1,0.95214,0.50139,3
0,0,2,0,1,1.0522,0.65157,3
1,1,0,0,1,1.0356,0.73505,3
1,0,1,0,1,0.95199,0.68495,3
0,1,2,0,1,1.0355,0.81839,3
0,0,1,0,0,1.2524,0.88517,3
1,1,2,0,1,1.0021,0.58485,3
1,0,0,0,1,1.386,0.81849,3
1,0,0,0,1,1.069,0.95213,3
1,1,1,0,1,0.91877,0.50131,3
1,1,2,0,1,1.0522,0.66829,3
0,1,0,1,1,1.9204,0.60154,3
1,0,2,1,1,0.90221,0.78518,3
1,1,1,1,1,1.069,0.63485,3
1,0,0,1,1,1.0689,0.61814,3
1,1,2,1,1,0.86852,0.50145,3
1,1,1,1,1,0.93539,0.53479,3
1,0,2,1,1,0.8686,0.66818,3
0,1,1,1,1,1.0856,0.50129,3
0,0,0,1,1,0.88527,0.78497,3
1,1,2,1,1,1.0189,0.68499,3
1,0,0,1,1,0.80188,0.78513,3
1,0,1,1,1,0.88543,0.63485,3
1,1,0,1,1,1.2859,0.50138,3
0,1,2,1,1,0.98541,0.55148,3
1,0,1,1,1,0.83524,0.65164,3
1,0,1,1,1,0.85192,0.68504,3
0,0,2,1,0,0.66832,0.78518,3
0,0,0,1,1,0.86866,0.80186,3
1,1,1,1,1,0.70172,0.50135,3
1,0,2,1,1,0.91877,0.73506,3
1,1,0,1,1,0.93553,0.50132,3
1,0,2,1,1,0.90196,0.73505,3
1,0,0,1,1,1.2024,0.60142,3
0,0,1,1,0,0.51829,0.7518,3
0,1,1,1,1,1.2191,0.5014,3
0,1,2,1,1,1.1691,0.50138,3
0,1,0,1,1,0.73511,0.50139,3
0,0,0,1,1,0.98538,0.63489,3
0,0,2,1,1,0.86866,0.81858,3
0,0,1,1,1,1.3694,0.68503,3
0,1,2,1,1,0.88524,0.50138,3
0,0,0,1,0,0.65171,0.63495,3
0,1,1,1,1,1.0189,0.51794,3
0,1,0,1,1,1.0188,0.50141,3
0,1,1,1,1,1.2859,0.50135,3
1,1,2,1,1,1.4693,0.50133,3
0,0,0,1,1,1.0856,0.63487,3
1,0,2,1,1,0.83521,0.66822,3
0,1,1,1,1,1.4361,0.50137,3
0,0,2,1,1,0.80192,0.65159,3
0,1,1,1,1,0.85208,0.50145,3
1,0,0,1,1,1.2025,0.66812,3
0,0,0,1,1,1.5196,1.4027,3
1,1,2,1,1,1.2525,0.50124,3
1,1,1,1,1,1.2692,0.51804,3
1,0,2,1,1,1.0856,0.68498,3
1,1,1,1,1,1.1522,0.58482,3
0,0,0,1,1,1.6196,1.4025,3
0,1,0,1,1,1.7197,0.50135,3
1,0,2,1,1,1.0356,0.60157,3
1,0,1,1,1,0.96871,0.63489,3
1,1,2,1,1,0.98538,0.5013,3
1,1,0,1,1,1.2193,0.5848,3
0,1,1,1,1,1.1024,0.55144,3
0,1,1,1,1,1.1857,0.53475,3
0,0,0,1,1,1.5695,0.90193,3
0,0,2,1,1,1.7365,0.81861,3
0,0,1,1,1,0.96875,0.71821,3
1,1,2,1,1,0.65168,0.58469,3
0,1,0,1,1,1.0856,0.51806,3
0,1,0,1,1,2.8716,1.119,4
0,0,2,1,1,2.9049,1.1856,4
1,1,1,1,1,1.4195,0.71838,4
1,1,0,1,1,1.4026,0.75159,4
1,1,1,1,1,1.3026,0.61819,4
1,0,2,1,1,1.7698,0.8018,4
0,0,1,1,1,1.3692,0.91855,4
0,1,0,1,1,1.5029,0.80183,4
0,1,2,1,1,1.2358,0.58491,4
1,1,1,1,1,1.3193,0.66838,4
1,0,2,1,1,1.4529,0.68492,4
0,0,0,1,1,1.2192,1.1522,4
0,0,0,1,1,1.386,0.91866,4
0,0,2,1,1,1.0189,0.96867,4
0,1,1,1,1,1.4528,1.1522,4
0,0,2,1,1,1.2693,1.0855,4
1,0,1,1,1,1.3526,0.76837,4
1,0,0,1,1,1.3025,0.73509,4
1,0,2,1,1,1.0856,0.66826,4
0,1,0,1,1,1.3193,0.6015,4
0,0,1,1,1,1.2525,0.85181,4
1,1,2,1,1,1.1858,0.76844,4
0,0,1,1,1,1.1023,0.96878,4
1,1,0,1,1,1.0857,0.66838,4
1,1,0,1,1,1.3027,0.55152,4
0,0,1,1,1,1.1524,1.0187,4
1,0,2,1,0,1.1524,0.78509,4
1,1,2,1,1,1.6866,0.90201,4
0,1,1,1,1,1.3193,1.8033,4
1,0,0,1,1,1.6364,0.91866,4
0,0,2,1,1,1.2024,1.1022,4
1,0,0,1,1,1.4695,0.95196,4
0,1,1,1,1,1.6365,0.73494,4
0,1,2,1,1,1.4528,1.1522,4
1,1,1,1,1,1.3025,0.65162,4
1,1,0,1,1,1.5028,1.0356,4
1,1,0,1,1,1.1357,0.6349,4
0,1,2,1,1,0.75194,0.96863,4
0,1,1,1,1,1.1525,1.5696,4
1,0,2,1,1,1.2691,0.8685,4
1,0,0,1,1,0.96874,0.83512,4
1,1,1,1,1,1.5028,0.6516,4
1,0,2,1,1,0.9688,0.96878,4
0,0,1,1,1,1.1858,0.96864,4
1,0,0,1,1,0.98537,0.78509,4
1,0,0,1,1,0.70178,0.65161,4
0,1,1,1,1,1.1356,0.70165,4
1,1,2,1,1,1.2692,0.63496,4
1,1,0,1,1,0.98554,0.70159,4
1,0,2,1,1,1.0354,0.60147,4
1,1,1,1,1,1.1356,0.66826,4
0,0,0,1,1,0.86868,0.75173,4
1,0,2,1,1,0.80192,0.86853,4
0,0,1,1,1,1.0355,1.0688,4
0,0,2,1,1,1.1691,1.0522,4
0,1,0,1,0,1.0355,1.6028,4
1,1,1,1,1,1.3861,0.6682,4
0,0,0,1,1,1.4861,2.287,4
0,1,1,1,1,1.4195,0.68496,4
0,1,2,1,1,1.3693,1.5027,4
0,1,2,0,1,1.4866,0.83518,4
0,0,1,0,1,1.5697,1.4526,4
1,0,0,0,1,1.5863,0.93535,4
0,0,2,0,1,0.80182,0.85194,4
1,1,0,0,1,1.1691,0.98536,4
1,1,1,0,1,1.2858,0.70166,4
1,0,0,0,1,0.71852,1.4194,4
0,0,2,0,1,0.9188,1.4861,4
0,1,1,0,1,1.3526,0.55145,4
1,1,0,0,1,1.2358,0.66815,4
1,0,2,0,1,0.96892,0.70168,4
0,0,1,0,1,0.80194,1.0355,4
1,1,0,0,1,0.98545,0.53471,4
1,1,2,0,1,0.93539,0.65155,4
0,1,1,0,1,1.0188,0.68511,4
0,0,0,0,1,0.73508,0.88533,4
1,1,1,0,1,1.0022,0.56825,4
0,0,2,0,1,0.96889,1.169,4
1,1,2,0,1,1.1524,0.58474,4
0,0,1,0,1,0.90211,1.5362,4
0,0,0,0,1,0.83542,0.95203,4
1,1,2,0,1,0.9521,0.6184,4
0,1,0,0,1,0.88537,0.61814,4
1,1,1,0,1,1.119,0.61828,4
0,0,0,0,1,0.78516,1.0688,4
1,1,2,0,1,0.95207,0.50127,4
1,1,1,0,1,1.2693,0.65158,4
1,0,0,0,1,0.81852,0.90193,4
0,0,2,0,1,0.75186,1.0188,4
1,1,1,0,1,0.95199,0.50148,4
0,0,0,0,1,0.60165,0.86858,4
1,0,2,0,1,0.86859,0.71837,4
1,0,1,0,1,0.63489,0.63492,4
0,1,2,0,1,0.96882,0.76836,4
1,0,0,0,1,0.68498,0.85185,4
1,0,1,0,1,0.80186,0.6516,4
1,1,0,0,1,1.0523,0.60163,4
1,0,2,0,1,0.81865,0.66829,4
1,0,1,0,1,0.88538,0.65159,4
1,1,1,0,1,1.0189,0.70176,4
1,0,0,0,1,0.75186,0.55134,4
0,1,2,0,1,0.93544,0.86866,4
0,1,1,0,1,0.91873,0.70166,4
0,0,2,0,1,0.91875,0.90191,4
0,0,0,0,1,0.71845,0.85179,4
0,0,1,0,1,1.2024,1.4694,4
0,0,2,0,1,0.86855,1.1189,4
1,1,0,0,1,0.86874,0.66823,4
0,0,0,0,1,0.71842,0.93521,4
1,0,1,0,1,0.73528,1.2692,4
1,1,2,0,1,1.0356,0.5849,4
1,1,2,0,1,0.71841,0.50139,4
0,1,1,0,1,0.98534,0.53484,4
1,1,0,0,1,0.76836,0.61827,4
0,1,0,0,1,0.81863,0.73513,4
1,0,1,0,1,0.78529,0.70165,4
1,1,2,0,1,0.76865,0.53476,4
1,1,2,0,1,0.83528,0.50131,4
1,0,1,0,1,0.98544,0.98539,4
0,1,0,0,1,0.83517,1.1855,4
0,1,1,1,1,1.6199,0.80178,4
0,0,2,1,1,1.1526,1.5527,4
1,1,0,1,1,1.0689,0.83522,4
0,0,0,1,1,0.75186,1.3192,4
0,0,1,1,1,0.90201,1.0187,4
1,1,2,1,1,0.91869,0.50135,4
1,1,0,1,1,1.3025,0.60151,4
1,0,1,1,1,0.86866,0.85187,4
1,0,2,1,1,0.90201,1.2525,4
0,0,2,1,1,1.1691,0.93525,4
0,1,0,1,1,1.0189,1.0522,4
1,0,1,1,1,1.1524,0.68494,4
1,0,0,1,1,0.66835,0.61812,4
1,1,2,1,1,0.7853,0.56812,4
1,0,1,1,1,0.63497,1.2525,4
1,1,1,1,1,0.76852,0.5514,4
0,1,2,1,1,1.1023,1.1355,4
1,1,0,1,1,0.66834,0.53475,4
0,0,0,1,1,0.73513,0.85186,4
0,1,2,1,1,0.75192,0.61816,4
1,1,1,1,1,0.90213,1.1188,4
0,0,0,1,1,1.4862,1.169,4
1,0,2,1,1,1.0856,0.76838,4
0,1,1,1,1,0.9188,0.61815,4
0,0,0,1,1,0.86865,0.81846,4
0,0,2,1,1,0.75179,0.80189,4
0,1,1,1,1,0.95212,0.55144,4
1,0,2,1,1,1.2359,0.68506,4
1,0,1,1,1,0.83538,0.80179,4
0,0,0,1,1,0.88526,0.98542,4
1,0,1,1,1,0.91866,0.65164,4
0,1,2,1,1,0.7185,0.56819,4
0,1,0,1,1,0.60156,1.0521,4
1,1,2,1,1,1.0188,0.5014,4
0,1,1,1,1,0.83527,0.61813,4
1,0,0,1,1,0.8854,0.6349,4
1,1,2,1,1,1.0689,0.70163,4
0,0,0,1,1,0.66842,1.3525,4
1,0,1,1,1,0.88548,0.56819,4
1,0,2,1,1,0.96881,0.7517,4
1,1,1,1,1,1.0022,0.50138,4
1,0,0,1,1,0.6851,0.68503,4
0,1,1,1,1,1.0189,0.6015,4
1,1,0,1,1,0.71843,0.50144,4
1,1,2,1,1,0.83523,0.50146,4
1,1,0,1,1,0.76846,0.66842,4
1,0,2,1,1,0.90212,0.56815,4
0,1,1,1,1,0.70176,0.51806,4
1,0,2,1,1,0.83526,0.60155,4
0,1,1,1,1,0.96869,0.73505,4
0,1,0,1,1,0.63512,0.80183,4
0,1,0,1,1,0.73523,0.70182,4
0,1,2,1,1,0.76854,0.76834,4
0,0,1,1,1,0.98542,1.0021,4
0,0,0,1,1,0.81859,0.90196,4
1,1,2,1,1,0.83531,0.50138,4
0,0,1,1,1,1.3359,0.85178,4
1,1,0,1,1,0.95207,0.66827,4
1,0,2,1,1,1.0355,0.96872,4
1,0,1,1,1,1.0857,0.81846,4
0,0,0,0,1,1.9371,1.0021,4
1,0,2,0,1,0.96889,0.6015,4
0,0,1,0,1,0.88538,0.90186,4
0,1,1,0,1,0.68522,0.66831,4
1,1,0,0,1,0.71853,1.1189,4
1,0,2,0,1,0.90201,0.60153,4
1,0,0,0,1,0.78529,0.78507,4
1,0,2,0,1,1.1358,0.6181,4
1,1,1,0,1,0.6851,1.2357,4
1,1,1,0,1,0.71843,0.50142,4
0,0,2,0,1,0.81856,0.75177,4
1,0,0,0,1,0.71843,0.61823,4
0,1,1,0,1,0.71857,0.96868,4
0,1,2,0,0,0.71841,1.0688,4
0,1,0,0,1,0.83544,0.86856,4
1,1,0,0,1,0.66841,0.58486,4
1,1,1,0,1,0.91892,0.50133,4
0,0,2,0,1,1.119,0.93525,4
1,0,2,0,1,0.96882,1.0689,4
1,0,0,0,1,0.90217,0.65158,4
1,0,1,0,1,0.66838,0.61821,4
0,1,0,0,1,0.75185,0.68503,4
1,0,2,0,1,0.71837,0.65159,4
0,1,1,0,1,0.95206,0.60151,4
0,1,0,0,1,0.902,0.58478,4
1,0,2,0,1,1.1357,0.70167,4
1,0,1,0,1,0.66835,0.58485,4
0,0,0,0,1,0.88537,1.5194,4
0,0,2,0,1,0.51821,1.0187,4
1,0,1,0,1,0.6851,0.93523,4
1,0,0,0,1,0.73508,0.91863,4
1,0,1,0,1,1.386,0.60151,4
1,1,2,0,1,1.1357,0.53477,4
0,0,2,0,1,0.65169,0.96856,4
0,1,0,0,1,0.76853,1.4694,4
1,0,1,0,1,0.73516,0.68499,4
1,1,1,0,1,0.78518,0.50145,4
1,0,2,0,1,0.7185,0.76842,4
0,1,0,0,1,0.61836,0.78508,4
0,1,0,0,1,0.53483,0.66822,4
0,1,2,0,1,1.0022,2.1537,4
0,1,1,0,1,1.0856,0.5013,4
1,1,1,0,1,0.95212,1.0353,4
0,0,2,0,1,0.9856,1.3525,4
1,1,0,0,1,0.68501,0.55147,4
0,0,1,0,1,1.1357,0.78523,4
0,0,0,0,1,0.65171,0.80185,4
0,0,2,0,1,0.65171,0.91859,4
0,1,0,0,1,0.91873,0.53476,4
0,1,2,0,1,0.68514,0.61817,4
0,1,1,0,1,0.86857,0.51809,4
0,1,2,0,1,0.75182,0.58481,4
1,1,1,0,1,0.66835,0.50133,4
0,0,0,0,1,0.85194,0.86851,4
