Instructed,Rule,Stimulation,Site,Accuracy,EncodingTime,ResponseTime,Subject
0,1,2,0,1,0.85186,1.2858,6
1,0,2,0,0,NaN,NaN,7
1,1,0,0,1,3.2389,1.1356,7
1,1,1,0,1,0.88546,1.2692,7
1,0,0,0,1,1.8205,1.1522,7
1,0,1,0,1,1.9702,1.0855,7
1,0,2,0,1,0.9355,0.98538,7
1,0,1,0,1,0.75199,0.66839,7
0,1,0,0,1,1.1024,1.1022,7
1,0,2,0,1,1.3195,0.96865,7
1,1,0,0,1,0.78536,1.0855,7
1,1,2,0,1,1.2192,1.0855,7
1,0,1,0,1,0.78531,1.169,7
0,1,1,0,1,0.86867,0.92587,7
0,1,0,0,1,0.96884,1.2022,7
1,1,2,0,1,0.75186,1.1857,7
0,1,1,0,1,1.069,0.73507,7
1,0,2,0,0,1.0355,1.4193,7
1,0,0,0,1,2.9882,1.0523,7
0,1,2,0,1,0.68525,0.952,7
0,1,0,0,1,4.5402,1.7531,7
0,1,1,0,1,1.436,1.1189,7
1,1,1,0,1,0.73507,1.219,7
1,0,0,0,1,0.5349,1.2191,7
0,0,2,0,0,0.83545,2.1202,7
1,0,0,0,1,0.86881,1.4693,7
1,1,1,0,1,0.91866,1.653,7
1,1,2,0,1,1.6198,1.4193,7
1,0,0,0,0,2.1204,1.9535,7
1,0,1,0,1,4.4903,1.3527,7
1,1,2,0,1,0.98553,1.5528,7
0,0,1,0,1,1.4361,1.3358,7
0,1,0,0,1,0.51805,1.2358,7
1,1,2,0,0,0.51818,2.0702,7
1,0,2,0,0,NaN,NaN,7
0,1,0,0,1,1.1358,0.91861,7
1,0,1,0,1,1.8699,1.2357,7
1,0,1,0,1,1.2191,0.91864,7
1,0,2,0,1,2.2872,1.3525,7
0,0,0,0,1,2.3208,3.4387,7
0,1,2,0,0,1.9036,3.7558,7
1,0,1,0,1,2.9381,1.0021,7
0,0,0,0,0,1.1857,NaN,7
0,1,0,0,1,0.91892,1.1356,7
0,0,1,0,1,1.1356,3.0715,7
0,1,2,0,0,1.4197,NaN,7
1,0,0,0,1,0.63497,1.0354,7
0,0,2,0,0,NaN,NaN,7
0,1,1,0,0,NaN,NaN,7
0,0,2,0,0,NaN,NaN,7
0,1,0,0,1,0.78533,1.1189,7
1,1,1,0,1,1.0021,0.53483,7
1,0,2,0,1,0.9689,1.0855,7
1,1,0,0,0,0.76856,1.7197,7
1,1,1,0,1,0.73517,1.269,7
1,1,2,0,1,0.86867,0.75182,7
1,0,1,0,0,0.60161,1.6196,7
1,0,0,0,1,0.902,1.6029,7
1,1,1,0,1,2.3708,1.0856,7
0,1,0,0,1,0.66845,1.2524,7
1,0,2,0,1,1.6031,1.1689,7
1,0,2,1,1,1.2194,1.1689,7
1,0,0,1,0,1.5195,1.1856,7
0,1,1,1,1,1.1861,0.93534,7
0,0,2,1,1,2.0703,1.2525,7
0,1,0,1,1,1.9702,1.1189,7
0,0,1,1,1,0.81854,2.1203,7
0,1,2,1,1,0.76865,1.0855,7
0,0,1,1,1,1.0021,1.2024,7
0,0,0,1,1,1.4195,1.1856,7
0,1,2,1,1,0.85208,1.1522,7
1,1,0,1,1,0.85204,0.98535,7
0,1,1,1,1,1.0358,0.80176,7
0,0,0,1,1,1.0522,0.96878,7
0,0,2,1,1,1.0855,2.0201,7
1,1,1,1,1,0.98551,0.8186,7
1,1,1,1,1,0.78529,0.66833,7
1,1,2,1,0,0.68529,0.85204,7
1,0,0,1,1,0.71853,1.1522,7
0,1,0,1,1,0.73518,2.187,7
0,0,2,1,0,1.1692,0.83514,7
0,1,1,1,1,0.61827,1.1524,7
0,0,0,1,1,0.73519,0.91859,7
0,1,2,1,1,0.70178,1.5194,7
0,1,1,1,1,0.6521,1.2357,7
1,1,2,1,1,1.0021,0.8352,7
1,1,0,1,1,0.90202,1.5361,7
1,1,1,1,1,0.73509,1.0689,7
1,0,2,1,1,0.86876,1.0521,7
0,1,1,1,0,0.93558,0.93535,7
1,0,0,1,1,0.73513,1.2691,7
1,1,0,1,1,0.75178,1.653,7
0,0,1,1,1,0.63505,1.3025,7
1,0,2,1,1,0.66841,1.6196,7
0,0,0,1,1,1.4862,1.6529,7
1,0,2,1,1,0.91874,1.2356,7
0,0,1,1,1,1.1192,1.1355,7
1,1,1,1,1,0.78522,0.78515,7
0,1,2,1,1,1.2192,1.4359,7
1,0,0,1,1,0.80207,1.6196,7
1,1,2,1,1,0.61835,1.7864,7
0,0,1,1,1,4.4234,1.169,7
1,0,0,1,1,0.55154,1.2858,7
0,0,2,1,1,0.58498,2.7211,7
1,1,1,1,1,0.58493,0.93537,7
1,1,0,1,1,1.1525,0.66829,7
0,0,1,1,1,0.70175,1.2691,7
1,0,2,1,1,1.1857,1.1356,7
1,1,0,1,1,0.85172,0.60151,7
0,0,0,1,1,0.63504,1.92,7
1,1,1,1,1,0.85215,1.7698,7
1,0,2,1,1,1.3859,0.73508,7
1,1,1,1,1,0.63515,1.2692,7
1,0,0,1,1,0.88533,1.2357,7
0,1,2,1,1,0.96888,0.93535,7
0,0,1,1,1,3.2719,0.9687,7
1,1,0,1,1,0.75185,1.0022,7
1,0,2,1,0,1.2692,NaN,7
1,1,0,1,1,0.73688,1.0856,7
0,1,2,1,0,0.93522,1.8198,7
1,0,1,1,1,2.9214,1.1523,7
1,0,1,0,1,1.787,1.0689,7
0,1,2,0,0,1.3696,1.8032,7
1,0,0,0,1,1.5529,1.3526,7
1,1,1,0,1,0.70175,0.68496,7
0,1,0,0,1,0.73508,1.1856,7
1,1,2,0,1,0.78529,1.4527,7
0,1,0,0,1,0.56837,0.96874,7
0,0,2,0,1,0.65163,2.2872,7
0,0,1,0,1,1.4695,1.3358,7
1,0,1,0,1,1.1525,1.0021,7
0,0,2,0,1,0.96885,0.91865,7
1,0,0,0,1,0.95215,2.1369,7
1,1,0,0,1,0.63501,1.2693,7
0,0,2,0,1,0.70178,1.0521,7
0,1,1,0,1,0.81859,1.5694,7
1,1,1,0,1,0.63497,0.66826,7
0,0,2,0,1,0.68507,0.86847,7
0,0,0,0,1,0.83528,2.0368,7
0,1,1,0,1,0.76855,1.1522,7
1,1,0,0,1,1.6698,0.88528,7
0,1,2,0,1,0.60167,0.96867,7
1,0,2,0,1,1.0355,2.3873,7
1,1,1,0,1,0.88538,1.4861,7
0,1,0,0,1,0.70176,0.9854,7
0,1,2,0,1,0.65174,1.3525,7
0,0,0,0,1,1.1356,1.0354,7
0,0,1,0,1,0.71837,1.0188,7
0,0,2,0,1,0.76852,1.219,7
1,0,1,0,1,0.90207,1.4026,7
0,1,0,0,1,0.81857,1.1189,7
0,0,0,0,1,0.68505,2.3872,7
1,1,2,0,1,0.53487,0.8185,7
1,1,1,0,1,0.70173,1.0022,7
1,0,0,0,1,0.68506,0.91869,7
0,1,1,0,1,0.5183,0.68496,7
1,1,2,0,1,0.71846,1.8365,7
0,0,0,0,1,1.0522,0.88519,7
0,0,2,0,0,0.83527,1.7363,7
1,0,1,0,0,NaN,NaN,7
1,1,0,0,1,1.2526,0.61832,7
0,1,2,0,1,0.73524,0.86861,7
1,1,1,0,1,0.61834,0.81842,7
1,1,2,0,1,0.51821,1.1856,7
0,1,0,0,1,0.65159,1.2191,7
0,1,1,0,0,0.55163,NaN,7
1,0,0,0,1,0.70179,1.1857,7
0,0,2,0,0,0.80208,0.95203,7
0,0,1,0,1,1.6698,1.436,7
1,0,0,0,1,0.70176,0.95197,7
0,0,2,0,1,0.96875,1.4527,7
0,1,1,0,1,4.0562,0.86856,7
1,1,2,0,0,3.1383,NaN,7
0,0,0,0,0,0.56833,NaN,7
1,0,1,0,1,4.8907,0.73507,7
1,0,2,0,1,3.2552,2.8212,7
1,0,1,0,1,3.3888,0.86855,7
1,1,0,0,1,0.85191,4.3233,7
0,1,1,0,1,1.3861,1.002,7
0,0,2,0,1,0.53484,1.0855,7
0,1,0,0,1,0.7854,1.3693,7
1,1,1,1,0,NaN,NaN,7
0,1,0,1,1,2.7213,0.96869,7
0,0,2,1,1,0.60184,1.1189,7
1,1,0,1,1,0.78529,0.53483,7
1,0,2,1,1,0.7853,0.75175,7
1,1,1,1,1,0.93544,0.71842,7
0,1,0,1,1,0.65177,0.91865,7
1,1,1,1,1,0.75199,0.53482,7
1,0,2,1,1,0.91874,0.66833,7
1,0,1,1,1,0.65193,1.3358,7
0,1,0,1,0,0.71846,2.0868,7
1,0,2,1,1,0.7519,0.6015,7
1,1,1,1,1,0.61842,0.9687,7
1,0,0,1,0,0.83534,1.1022,7
1,1,2,1,1,0.85193,0.85182,7
1,1,2,1,1,0.76858,0.66824,7
1,1,0,1,1,0.71858,0.63493,7
1,0,1,1,1,1.4528,1.1189,7
0,0,0,1,1,0.70188,0.90192,7
1,1,2,1,1,1.5697,0.73512,7
0,0,1,1,1,0.93554,1.119,7
1,1,1,1,0,0.68506,1.6362,7
1,1,0,1,1,0.95213,0.85202,7
0,0,2,1,1,0.81864,2.0034,7
1,0,0,1,1,0.51821,0.81848,7
1,1,1,1,1,0.51819,0.75185,7
0,0,2,1,1,0.51815,1.2023,7
0,0,1,1,0,2.2706,0.81854,7
1,1,0,1,1,0.68507,1.0522,7
1,0,2,1,1,0.78528,1.0855,7
0,1,0,1,0,0.76863,NaN,7
1,0,2,1,0,1.1859,NaN,7
0,0,1,1,1,0.95203,1.5695,7
1,0,2,1,0,NaN,NaN,7
1,1,0,1,1,0.60171,0.68501,7
0,0,1,1,1,3.2051,0.88523,7
0,1,1,1,1,0.53482,0.80175,7
0,1,0,1,1,0.56837,1.1856,7
0,1,2,1,1,1.3694,1.3358,7
0,0,0,1,0,1.2859,NaN,7
0,0,2,1,0,NaN,NaN,7
1,1,1,1,0,1.2859,1.7364,7
1,1,2,1,0,1.119,0.83511,7
1,1,0,1,1,2.6711,0.63488,7
1,0,1,1,1,0.58501,0.85195,7
1,1,0,1,1,0.61833,0.78506,7
1,0,1,1,1,1.3694,1.0356,7
1,1,2,1,1,0.80194,0.73507,7
1,0,2,1,1,0.80194,0.88527,7
1,0,0,1,1,1.9034,1.703,7
1,0,1,1,1,0.75189,0.96869,7
0,0,2,1,1,0.73502,1.436,7
0,1,0,1,1,0.68514,1.4861,7
1,0,1,1,0,1.0689,1.2022,7
1,0,1,1,1,0.63507,0.8852,7
1,1,0,1,1,1.0355,1.002,7
1,1,2,1,1,0.8352,0.71838,7
0,0,2,1,1,0.60166,1.6363,7
0,0,0,1,1,0.7017,1.1856,7
0,1,1,1,1,0.51808,0.78511,7
0,1,0,0,1,4.3903,1.8198,8
0,1,1,0,1,1.7366,0.75178,8
1,0,2,0,1,1.0525,1.3526,8
0,0,1,0,1,1.4528,1.1523,8
0,0,0,0,1,1.0522,1.2357,8
0,1,2,0,1,0.73525,0.85186,8
1,1,2,0,1,0.76849,0.6516,8
1,0,1,0,1,0.6017,0.81847,8
0,1,0,0,1,0.71834,0.63492,8
0,1,0,0,1,0.63509,0.61831,8
1,1,1,0,1,0.51833,0.60158,8
0,0,2,0,0,0.51832,0.7518,8
1,1,1,0,1,0.51818,0.55146,8
1,0,0,0,1,0.73519,0.86854,8
1,1,2,0,1,0.5183,0.55143,8
0,0,0,0,1,0.75197,1.5695,8
0,1,1,0,1,0.51824,0.86854,8
1,0,2,0,1,0.65185,0.95187,8
0,1,1,0,1,0.56836,1.0021,8
0,1,2,0,1,0.51827,0.88523,8
0,1,0,0,1,0.635,0.6516,8
0,1,1,0,1,0.58489,1.6196,8
0,1,0,0,1,0.66846,0.96861,8
0,0,2,0,1,0.5183,1.4192,8
0,1,0,0,1,0.55172,0.78552,8
1,0,2,0,1,0.55164,1.0856,8
1,0,1,0,1,0.51827,1.0188,8
1,0,1,0,1,1.5529,0.80185,8
0,0,2,0,1,0.60165,1.1189,8
0,0,0,0,1,0.68507,0.98532,8
1,0,2,0,1,0.58499,0.91862,8
1,1,0,0,1,0.70173,0.73502,8
0,0,1,0,1,0.5182,0.93536,8
1,0,2,0,1,0.53494,0.98534,8
1,1,1,0,1,0.58481,0.70158,8
1,1,0,0,1,0.70178,0.55138,8
0,1,0,0,1,0.63491,0.85187,8
1,0,2,0,1,1.5195,1.0187,8
0,0,1,0,1,1.2525,1.2524,8
1,1,1,0,1,0.68513,0.53479,8
1,0,2,0,1,0.68504,0.71832,8
1,1,0,0,1,0.63518,0.50144,8
0,0,0,0,1,0.65181,1.0021,8
0,0,1,0,1,0.60169,1.0855,8
0,1,2,0,1,0.55158,0.86858,8
1,0,2,0,1,0.60168,0.86854,8
1,0,0,0,1,1.1356,1.0021,8
0,0,1,0,1,0.56834,0.88523,8
1,0,1,0,1,0.51822,0.95197,8
0,0,0,0,1,0.51828,1.0855,8
1,0,2,0,1,0.55158,1.8032,8
0,1,0,0,1,0.71835,1.0187,8
0,1,1,0,1,0.51804,0.7183,8
0,1,2,0,1,0.51818,0.8017,8
0,1,2,0,1,0.51821,1.1188,8
1,1,1,0,1,0.58502,0.7517,8
0,0,0,0,1,0.61836,1.6196,8
1,0,0,0,1,0.70181,0.70164,8
0,1,1,0,1,0.58512,0.86863,8
1,1,2,0,1,0.55182,0.83519,8
1,0,0,1,1,2.9384,0.9186,8
0,0,2,1,1,0.96879,1.1523,8
1,1,1,1,1,0.63528,0.8186,8
0,1,1,1,1,0.73516,0.61825,8
0,0,2,1,1,0.51815,0.90197,8
1,1,0,1,1,0.60168,0.78516,8
1,1,0,1,1,0.51846,0.71839,8
0,0,2,1,1,0.60177,1.1857,8
0,0,1,1,1,0.81864,0.88525,8
1,1,1,1,1,0.56825,0.8185,8
0,0,2,1,1,0.61852,0.98538,8
0,1,0,1,1,0.55175,0.88534,8
1,1,0,1,1,0.56823,0.61828,8
0,1,2,1,1,0.51812,0.75173,8
0,0,1,1,1,0.53488,1.0354,8
1,0,1,1,1,0.51814,0.93541,8
0,0,0,1,1,0.5349,0.90191,8
0,0,2,1,1,0.56833,0.91868,8
1,0,1,1,1,0.98557,1.0188,8
1,0,2,1,1,0.51837,0.71826,8
1,1,0,1,1,0.58489,0.83524,8
1,1,0,1,1,0.51816,0.78505,8
1,1,2,1,1,0.58497,0.71833,8
1,1,1,1,1,0.55141,0.78528,8
1,0,0,1,1,0.63498,0.81845,8
0,1,1,1,1,0.51804,1.0688,8
1,0,2,1,1,0.51826,0.88537,8
1,1,1,1,1,0.51831,0.66828,8
1,0,2,1,1,0.53489,0.90191,8
0,0,0,1,1,0.53481,1.3025,8
0,1,2,1,1,0.51824,0.80176,8
1,1,0,1,1,0.51815,0.66839,8
1,0,1,1,1,0.53476,0.90191,8
1,1,0,1,1,0.51817,0.68497,8
0,0,1,1,1,0.61821,1.0523,8
1,1,2,1,1,0.51812,0.93527,8
1,1,0,1,1,0.65177,0.70179,8
1,1,2,1,1,0.53491,0.81848,8
1,0,1,1,1,0.51819,0.88527,8
0,1,1,1,1,0.51832,1.7031,8
0,0,2,1,1,0.51819,0.93532,8
1,0,0,1,1,0.60171,1.1022,8
1,0,2,1,1,0.51816,0.91861,8
0,1,0,1,1,0.5516,1.2356,8
1,0,1,1,1,0.51815,0.73513,8
0,1,0,1,1,0.51818,1.0855,8
1,0,2,1,1,0.51813,0.90188,8
1,0,1,1,1,0.51808,1.0689,8
0,0,0,1,1,0.51827,1.8532,8
1,1,1,1,1,0.51826,1.0687,8
0,1,2,1,1,0.5682,0.85182,8
0,1,0,1,1,0.51817,1.4527,8
0,1,2,1,1,0.55156,0.6182,8
0,0,1,1,1,0.51829,1.2356,8
1,1,2,1,1,0.51827,1.0354,8
1,1,0,1,1,0.76868,0.65169,8
0,0,1,1,1,0.95222,0.80186,8
0,0,1,1,1,0.66837,0.86862,8
1,0,0,1,1,0.6184,0.95208,8
1,1,2,1,1,1.1857,0.75173,8
0,0,0,0,0,NaN,NaN,8
0,1,2,0,1,0.93592,0.91865,8
0,0,1,0,1,0.96895,0.91871,8
0,1,1,0,0,0.66836,1.4861,8
0,1,2,0,1,0.53488,1.3525,8
0,0,0,0,1,0.5182,1.0522,8
0,1,2,0,1,3.6391,0.70168,8
1,1,0,0,1,0.63508,0.91858,8
0,0,1,0,1,0.53492,0.91863,8
0,0,0,0,1,0.51814,1.6363,8
1,0,1,0,1,0.585,1.0522,8
0,0,2,0,1,0.61837,1.1522,8
0,0,1,0,1,0.60152,1.5027,8
0,1,0,0,1,0.51827,0.85189,8
1,0,2,0,1,0.5182,1.5862,8
1,1,0,0,1,0.51819,1.2523,8
0,1,2,0,1,0.51824,0.81847,8
1,1,1,0,1,0.51818,0.68501,8
0,1,0,0,1,0.51836,1.1522,8
1,0,1,0,1,0.51839,0.86851,8
1,1,2,0,1,0.5183,0.58483,8
1,1,1,0,1,0.51832,0.61832,8
1,1,2,0,1,0.51828,0.66838,8
1,1,0,0,1,0.51829,0.51816,8
0,0,2,0,1,0.80201,1.4527,8
0,1,1,0,1,1.436,1.1857,8
1,1,0,0,1,0.81866,0.78508,8
1,0,1,0,1,0.56826,1.0187,8
0,0,2,0,1,0.51816,1.0354,8
1,0,0,0,1,0.51812,1.6696,8
1,1,1,0,1,0.61826,0.93532,8
1,0,2,0,1,0.51822,0.81848,8
1,1,0,0,1,0.51833,0.86848,8
1,1,2,0,1,0.51825,0.80179,8
1,1,1,0,0,0.51814,1.3358,8
0,1,0,0,1,0.56825,1.5362,8
0,1,2,0,1,0.7018,1.5528,8
1,1,0,0,1,0.85189,0.8184,8
1,0,1,0,1,0.6184,0.95201,8
0,0,2,0,1,0.53483,1.1355,8
0,0,0,0,1,0.51836,0.95202,8
0,1,1,0,1,0.63511,0.85184,8
1,0,2,0,1,0.56826,1.436,8
0,0,1,0,1,0.68497,1.386,8
0,1,0,0,1,0.51806,0.88519,8
0,0,1,0,1,0.51823,0.86848,8
1,0,2,0,1,0.51822,1.2357,8
0,0,0,0,1,0.51819,1.219,8
0,0,2,0,1,0.51814,1.1524,8
0,0,1,0,1,0.5851,1.653,8
1,0,0,0,1,0.60172,1.4528,8
1,1,0,0,1,0.55837,1.0688,8
0,1,2,0,1,0.5182,1.2357,8
1,0,1,0,1,0.51825,0.95195,8
1,0,0,0,1,0.51814,1.0354,8
0,0,2,0,1,0.5183,1.0354,8
0,0,1,0,1,0.51824,0.96877,8
1,1,1,0,1,0.56834,0.68499,8
1,1,2,0,1,1.1355,0.50139,8
1,1,0,0,1,0.51845,0.58479,8
0,0,1,1,1,1.4031,1.2358,8
1,0,2,1,1,0.76844,0.76837,8
0,0,0,1,1,0.65164,1.1689,8
1,1,1,1,1,0.51878,0.75173,8
0,1,2,1,1,0.53477,0.91864,8
1,1,0,1,1,0.5183,0.65163,8
1,1,2,1,1,0.51835,0.75172,8
1,0,0,1,1,0.518,1.1022,8
1,1,1,1,1,0.51819,0.61827,8
1,0,0,1,1,0.51823,1.0854,8
1,1,1,1,1,0.5517,0.55137,8
1,1,2,1,1,1.1358,0.71823,8
0,1,2,1,1,0.68507,0.86855,8
1,0,1,1,1,0.51812,1.286,8
0,1,0,1,1,0.51828,1.1689,8
1,0,2,1,1,0.51813,1.2357,8
0,0,0,1,1,0.51827,1.3192,8
1,0,1,1,1,0.51824,0.90192,8
1,0,0,1,1,0.51824,0.86853,8
0,0,2,1,1,0.51826,1.0856,8
1,1,1,1,1,0.81867,0.70166,8
1,0,1,1,1,0.51814,2.0536,8
1,0,0,1,1,0.51826,1.1022,8
0,0,2,1,1,0.71846,1.2691,8
1,0,2,1,1,0.51814,1.4693,8
1,0,0,1,1,0.51817,1.0355,8
0,0,1,1,1,0.78506,1.4693,8
1,1,1,1,1,0.66852,0.61828,8
0,1,2,1,1,0.51833,0.81848,8
0,1,0,1,1,0.51815,2.0869,8
0,1,2,1,1,0.58483,1.0021,8
1,0,0,1,1,0.51814,0.91869,8
0,0,1,1,1,0.56816,1.0522,8
0,0,0,1,1,0.51821,1.4193,8
1,1,1,1,1,4.0897,0.76857,8
0,1,2,1,1,0.56828,0.80194,8
0,1,1,1,1,0.55165,2.721,8
1,1,0,1,1,0.51823,0.65146,8
0,1,2,1,1,0.51814,0.71836,8
1,1,0,1,1,0.58499,0.50135,8
1,1,1,1,1,0.51835,0.635,8
1,1,2,1,1,0.76856,0.73503,8
1,1,0,1,1,0.51822,0.63489,8
0,0,2,1,1,0.56823,0.96879,8
1,1,1,1,1,0.61817,0.50129,8
0,0,1,1,1,0.51804,1.3692,8
1,0,2,1,1,0.51827,1.8031,8
1,0,0,1,1,0.5184,1.5862,8
0,0,2,1,1,0.55164,1.6194,8
1,1,1,1,1,1.0022,1.0354,8
0,0,0,1,1,0.53491,1.0522,8
1,0,0,1,1,1.2525,0.66831,8
0,1,1,1,1,0.60157,1.1022,8
1,1,2,1,1,0.51832,0.6684,8
1,0,2,1,1,0.55162,0.73513,8
1,1,1,1,1,1.2024,0.65171,8
0,0,0,1,1,0.56841,0.952,8
1,1,2,1,1,0.6186,0.6182,8
1,0,0,1,1,0.51822,0.63489,8
1,1,1,1,1,0.51821,1.3192,8
